timestamp,model_version,sales,quantity,prediction,latency_seconds,feedback_score,feedback_comment
2026-01-15T22:22:44,v1,300.0,5,45.56252864451638,0.001757,5,good
2026-01-15T22:23:09,v1,700.0,10,114.37285851672662,0.000879,1,poor
